,m_c18p_0001,m_c18p_0003,m_c18p_0004,m_c18p_0007,m_c18p_0009,m_c18p_0011,m_c18p_0015,m_c18p_0021,m_c18p_0022,m_c18p_0026,m_c18p_0027,m_c18p_0028,m_c18p_0032,m_c18p_0037,m_c18p_0038,m_c18p_0039,m_c18p_0044,m_c18p_0046,m_c18p_0047,m_c18p_0049,m_c18p_0055,m_c18p_0056,m_c18p_0061,m_c18p_0063,m_c18p_0067,m_c18p_0068,m_c18p_0080,m_c18p_0081,m_c18p_0096,m_c18p_0097,m_c18p_0098,m_c18p_0106,m_c18p_0108,m_c18p_0114,m_c18p_0115,m_c18p_0118,m_c18p_0120,m_c18p_0122,m_c18p_0126,m_c18p_0129,m_c18p_0131,m_c18p_0135,m_c18p_0137,m_c18p_0139,m_c18p_0155,m_c18p_0158,m_c18p_0160,m_c18p_0161,m_c18p_0163,m_c18p_0170,m_c18p_0172,m_c18p_0178,m_c18p_0182,m_c18p_0190,m_c18p_0199,m_c18p_0210,m_c18p_0220,m_c18p_0222,m_c18p_0223,m_c18p_0230,m_c18p_0233,m_c18p_0234,m_c18p_0238,m_c18p_0239,m_c18p_0240,m_c18p_0241,m_c18p_0244,m_c18p_0253,m_c18p_0257,m_c18p_0265,m_c18p_0269,m_c18p_0270,m_c18p_0274,m_c18p_0276,m_c18p_0280,m_c18p_0281,m_c18p_0284,m_c18p_0290,m_c18p_0297,m_c18p_0298,m_c18p_0300,m_c18p_0301,m_c18p_0302,m_c18p_0305,m_c18p_0309,m_c18p_0311,m_c18p_0318,m_c18p_0322,m_c18p_0326,m_c18p_0327,m_c18p_0329,m_c18p_0334,m_c18p_0341,m_c18p_0349,m_c18p_0353,m_c18p_0355,m_c18p_0356,m_c18p_0360,m_c18p_0363,m_c18p_0374,m_c18p_0375,m_c18p_0378,m_c18p_0380,m_c18p_0392,m_c18p_0395,m_c18p_0397,m_c18p_0402,m_c18p_0403,m_c18p_0418,m_c18p_0426,m_c18p_0428,m_c18p_0430,m_c18p_0432,m_c18p_0438,m_c18p_0441,m_c18p_0442,m_c18p_0447,m_c18p_0456,m_c18p_0469,m_c18p_0475,m_c18p_0500,m_c18p_0501,m_c18p_0527,m_c18p_0530,m_c18p_0572,m_c18p_0574
4089_2,3874,13433,300,8993,66479,162159,172774,26607242,6286000,3897,153333,190506,452001,846404,206066,3798122,1785044,21877,34955,58647,4386746,37861,28147,31207,410124,1303602,3033285,19914,17457,72575,40375,33329,0,42913,407714,16640,21286,41401,14690,486547,83723,572444,105389,13961,73780,9174,32512,45408,372855,646298,345101,1978153,57243,44114,54999,15986,3599222,59779,3008,11787,12806108,33999664,39898,90022,136044,294538,2007,118541,92567,8853,3346,107192,64489,316927,93178,103873,86421,947507,186334,993005,223426,6939636,13878,144452,27402,14867,325196,97673,161291,3122,5628,3551,41191,56215,1752364,24404604,8588,62149,319258,12558,422254,32458,5108,29146,437,39732,53258,6511,471166,1037205,0,648753,536,21704,29353,179776,1314184,16892,2461,58187,366,6498,0,305801,12460,38661
4089_3,831,7714,753,10043,71437,125793,231125,23833760,5665801,4899,116518,209459,433988,833321,219378,3882399,2202120,18022,41332,64022,4758830,34689,24489,29370,433716,1228216,3081850,18993,10938,67921,44817,35882,0,42500,280317,20751,17157,40415,26258,630692,90342,747348,153906,8224,75344,9496,31529,37570,329354,653873,332122,2036242,6404,48580,58901,16744,3050908,64603,3451,9381,12395305,32716076,17317,12416,31728,53048,3819,120984,67830,6824,2377,7379,60545,317937,88793,100835,91221,1641722,94121,333144,245650,5685650,7522,151347,18274,13995,317971,79510,169530,6844,8970,5204,19242,52449,1280117,22144804,10584,49416,291762,13105,362490,31421,2063,24546,49,26505,38750,73026,553786,869037,250,332297,160,32093,17108,90400,990246,14127,3709,1895112,542,5156,0,291852,11119,30332
4089_4,3094,445,1327,10560,175825,138688,197889,28502898,5216434,4485,115829,227046,603714,1417349,408687,4342169,1603481,14945,34673,79560,7087931,43544,14207,24575,1145883,1226669,3382636,17779,14158,61241,120788,40757,0,36818,456886,24395,15980,37040,25533,754556,77439,390791,70585,10700,111133,8588,26824,44271,388568,634526,386124,2352490,24468,58119,70903,17059,3422888,60295,2509,13911,15534185,42466336,66388,214256,284627,725256,4218,132992,69914,12111,3542,91969,95395,225316,95646,110326,62686,881584,314641,1785086,197992,7431520,19889,131251,15380,14248,461490,62253,159743,4478,12325,4870,25060,58727,1441441,28798416,7319,70981,441442,26672,442381,36783,2033,27975,0,26353,69205,92550,554500,486157,0,7411,711,35062,33920,2581,822526,14394,5224,11017,347,4660,116,484025,17005,24578
4090_1,3662,20553,298,10351,53295,232069,342232,33264772,7926433,4696,126920,188638,563308,772276,180169,7058901,1411710,15584,29021,63452,5831762,33175,7554,44992,555796,2143464,4235006,29163,16432,87661,38093,41704,0,49272,290099,24568,9860,28999,22058,545755,139503,300634,87101,8704,57597,10765,53873,54911,674829,750862,419015,2707796,9638,33716,56692,18565,3017705,69873,4462,17580,12153119,32814850,23100,16989,39952,47739,3394,132015,50145,7285,22872,35116,24584,365152,102504,108941,61214,469100,181999,976695,217007,7339600,16790,70917,6844,5835,328968,95413,117086,3758,11047,2375,33555,25026,1769472,21639776,6519,89592,314311,24959,571603,29014,602,6117,59,26424,52274,831,324014,527327,8623,1100010,337,691,25409,328682,2115268,13745,2700,4338276,234,4061,0,129290,12433,28949
4090_2,11057,21162,343,16053,73463,144316,152761,31594912,7155454,5337,130686,210990,606143,862221,183510,9052742,1650943,15564,39793,71432,6337430,29718,7397,37117,907253,1992621,4576843,28938,32300,75579,42584,53596,0,50983,318788,19874,16425,42255,33184,603428,133993,397104,50290,4383,82286,9469,51762,58633,641327,697086,326380,2981658,70658,56340,55717,20536,2684557,77921,3762,18757,14311902,40236572,41593,13618,50972,48323,945,107576,54586,8987,16706,66036,50501,353962,100461,115005,53522,1795702,331375,1562425,211358,8013804,24152,138361,6247,7874,316217,132503,138902,5454,14288,5485,59661,49290,1244739,26559708,11292,96046,431470,13259,598993,32936,561,8492,226,27453,51450,392,333046,1283646,4793,943686,206,2159,18769,260742,1284465,21990,2983,2000098,0,6161,0,225681,13035,30368
4090_3,4826,480,1291,15891,166809,141716,127059,35080404,6583020,3715,123715,218253,639629,1359559,310889,9542922,543512,16185,31733,85008,7319163,45699,4239,34071,1171652,2163075,4256580,31897,29565,78594,151293,52345,0,55505,234063,28965,16566,44135,24859,920337,106706,440358,76109,6995,102131,10540,60870,67008,624961,728653,365116,2292199,6495,77483,64947,23121,2687307,61414,2783,17790,16791750,47016132,31304,35842,50874,78945,4832,109103,69404,9229,20782,103527,73524,269380,99848,130601,48176,751460,319926,1264842,94642,8986790,17842,150859,15657,13273,508631,110310,161550,3820,20027,2543,33806,46458,1067900,24765860,6317,94315,372921,11456,458447,36111,1853,9008,277,22628,44184,0,412415,1569999,0,32773,317,18819,12395,12265,973390,19578,8771,1438681,297,11699,105,390222,19292,14959
4090_4,4267,319,952,12669,114032,190945,336846,32596818,6839890,4400,96812,195598,627583,1245181,263569,5472641,572001,14477,33103,75628,6592196,35239,7570,30302,1142751,2216282,4514064,30038,14264,72225,112954,53672,0,53407,281969,25798,14595,37017,23429,791069,103644,258212,47262,7107,83443,10251,19894,55636,728196,742280,416323,2869502,13658,40827,63229,18760,3126160,63652,2323,16342,15027840,42141480,34818,33645,53639,82147,4408,131165,113594,9719,23350,86850,48287,286366,102647,108709,41105,419333,275446,1445110,88256,7312724,20300,110511,16326,10986,320687,103771,73129,3576,11714,569,41746,45038,1495252,29006694,4218,78383,379566,33040,471787,33264,1279,6446,207,23433,55295,464,401491,862283,0,30307,367,12609,23053,9990,2042027,17714,4732,3185981,0,8268,0,215542,15127,44730
4092_1,1029,7334,554,10468,69351,200936,356849,33825652,7015890,3480,128215,181982,349780,843426,172822,5617575,8579213,10531,34618,61337,4722450,38217,3559,39555,584272,920916,2196933,11876,31280,94569,40099,46351,0,43224,1302930,24131,20192,40700,16903,505585,121762,221212,97871,10206,130012,12748,33429,56242,462500,656163,419767,2353182,7716,52395,65774,21107,2704360,46532,8198,15612,15663873,42863880,18980,32458,50516,101929,3037,137458,48907,6174,7496,29281,112764,370946,74790,107806,100587,565421,207033,905588,263551,6946217,12709,315070,22101,11410,651698,92159,94498,8526,8969,584,49371,47631,1570052,17623426,4746,40086,326118,23780,350749,35147,8845,3517,0,28543,59196,0,457555,1517961,0,237870,0,26991,18925,71034,1090532,14841,3140,17311,226,9555,0,612898,22449,19504
4092_2,2088,2010,515,9132,47401,83697,217384,23520290,4278821,4281,90118,228006,582844,773615,200291,8320237,2221060,13140,33542,73993,4261606,38274,8984,26104,816147,1389676,3297898,15011,26539,49878,50608,43818,0,34829,688780,18747,9146,73532,22390,453022,78093,486665,82883,3195,65761,13180,26111,62320,463873,730687,377865,2321357,25589,40523,58846,15381,3513977,55117,10037,20198,13089673,36092792,48874,106299,162049,381479,3451,127954,60133,8957,8276,26794,55959,363911,133657,116385,82106,1281108,519697,2548979,296024,8736418,27711,161025,29057,13708,271640,47778,183758,6403,9699,5470,36543,51621,676799,19024100,8400,42118,351419,8866,438919,32648,1291,6963,660,26549,53235,1225,557579,1536305,239,92858,439,21964,20021,33224,246203,15315,2679,4957,106,8358,0,245536,9795,32265
4092_3,1229,249,487,10591,100047,129725,184352,30872956,5582805,4178,156752,220956,431632,1191086,320860,6571336,1221853,12972,39129,76273,6605488,44686,778,28532,1135298,1435583,5590113,21357,27485,64371,80729,46240,1297,42096,498114,21881,16404,35722,27007,624404,87807,277177,125823,8545,88921,10463,32142,67412,565539,905593,404482,2537576,3776,48604,60714,14230,3802079,56664,13095,16243,15667624,41993312,15525,25161,38740,77081,2662,131688,30837,7789,7705,154105,91601,321844,71252,129125,86875,545627,274891,969186,209209,8839771,10016,225281,17793,15260,461871,45339,239060,7107,10698,1768,44802,47288,1414211,22595912,5790,35595,344141,14753,355323,34459,3758,2662,774,24956,51984,477,596551,1244872,0,17394,232,45142,13868,7014,992896,13496,3475,21680,1143,6236,162,442616,14919,37371
4092_4,1301,624,240,10468,145064,258028,170382,31635622,5618138,3683,136808,268028,583257,1064860,245563,4460680,2298673,10777,32570,83546,4920912,42999,3055,41416,1263036,1403207,3377884,14137,18965,63485,90252,34646,0,47580,388087,23123,28293,46652,26923,618001,90945,190465,67358,9593,75585,12956,33743,41643,350596,701160,386126,2561006,11092,48195,88796,18993,3670768,59489,2972,8211,14113918,39040892,21883,203918,324692,796511,2360,126479,50336,7518,5352,66716,117988,324072,68154,99361,69083,1120918,117964,488981,326067,6181319,10631,191306,12749,17542,533807,55395,107674,5006,11030,1818,28374,41347,1611256,23649694,8357,50448,336745,11207,382000,33072,1003,6084,0,23803,53657,0,545797,1601132,461,11390,605,30920,21012,3671,1173754,15866,6640,31891,587,10473,107,531437,19175,37227
4093_1,1907,0,741,15320,108995,177461,52794,43851628,7214862,3524,135392,181766,595103,1133525,308085,8992138,2171280,9693,37820,72809,7039045,40518,158233,57348,1137165,1944724,6553116,40441,34849,81539,75170,47340,0,49287,259022,30047,21655,38459,30307,621223,127274,791757,110832,8199,109148,32676,43612,71683,485848,697261,483049,3817015,8716,62253,58079,21135,1832630,45901,13423,12404,25666546,64870784,38371,92204,120002,249303,19058,158901,41143,8371,10872,61470,125150,498813,109876,132426,84968,1870381,175604,925902,1374850,15684237,17200,302772,48649,13812,510541,73813,341915,8822,11598,11109,28190,60654,1106519,32072448,11088,75268,357514,26245,251427,54586,1621,21025,860,36850,64496,0,550223,625239,0,13510,628,47284,30315,4897,939217,19890,4576,15982,416,8649,0,507850,18092,36169
4093_2,2087,283,407,17855,195341,207659,210323,30194010,7076206,3532,115369,174608,468730,1527072,238718,5558182,6545244,9801,29244,79627,7904318,40413,255982,33736,1237687,1176460,5135986,20962,30060,59262,83221,57995,0,58482,405894,21154,21325,42896,27816,1079803,89430,434971,37824,6369,90081,10613,43997,56415,436607,670001,382690,1671123,7468,57930,53698,21416,1421437,56378,13866,12272,19772656,53445528,67158,3088,49906,26352,2926,128554,92938,9415,8838,36221,154515,325620,90613,120024,69762,1578612,194419,1412577,1469904,7835832,18532,182213,18180,16366,627441,89424,163364,4872,16583,3421,53719,56964,924933,28924172,13935,61613,374536,13600,359978,43924,2364,24125,0,19777,71195,1057,610864,863656,778,31238,438,59660,40750,8833,879504,14076,5631,14277,327,5489,149,648856,23896,39096
4093_3,20917,1292,1120,12614,139425,213973,157256,33996960,6832362,2887,129712,188766,706424,1333070,237177,8990332,2433427,8245,28253,74188,8378083,34369,161100,30997,1001851,1621624,6007694,34594,25323,65792,68061,36691,367,43888,402098,26530,17479,35636,25287,620543,84866,509978,43979,16781,95569,16951,39963,66538,475480,694966,474685,3144383,3919,47723,67716,26021,1708024,46163,3128,12399,19642264,49789804,21688,63356,77988,163188,2847,147032,66401,7911,8010,62386,71681,362937,77591,127238,68773,1952100,141428,656803,1758800,9307907,10024,146330,22511,12316,361465,69684,238147,6316,7748,15691,29797,52661,637971,27220238,14802,66479,343198,4137,425846,42599,1571,19171,525,31979,54232,920,559948,979873,0,15297,1045,42590,31481,5804,434514,16510,4283,17960,570,11717,199,334318,13330,23486
4093_4,1730,615,727,19993,100770,186700,166539,33598284,6987874,4476,108361,178054,520439,1006768,205140,6099537,2734904,11493,35377,72205,7898568,35956,149133,41664,808458,1657212,6166306,34696,31956,97496,47499,46595,0,44842,287257,22258,12328,38641,21903,503480,117250,514121,68186,5530,97496,9138,52816,55371,548348,710965,494745,2656552,12048,37181,57460,21706,1805027,59164,6317,13910,20326638,51498752,21901,5963,29065,19419,5741,155408,60757,12096,9780,29877,107233,472758,49579,126772,81754,2701423,112373,431672,2092549,7895150,8431,207058,15670,12918,662855,75833,390775,5868,12387,8275,46203,50017,709910,26040082,14787,59970,380242,51414,303794,38278,2123,13652,393,30808,66066,807,536411,1144683,0,35068,123,39140,37338,13022,803617,14455,3608,1126186,593,7413,0,536967,22709,28810
4094_1,2182,980,1065,8739,171961,235510,26881,34441836,7091062,10546,98647,217340,670812,1000504,260603,4714759,1509234,11396,60360,73518,6318798,58386,7573,26246,973469,748772,4976708,18010,25496,30234,125179,33928,0,34581,1300211,25475,16313,47807,38964,712195,60914,167228,76743,4659,156617,41407,40378,42833,409657,815828,395505,2216847,3625,45562,54907,12240,3128325,138610,40769,33357,15452134,43027736,11298,28992,49995,104865,2959,133631,87636,7376,1897,74950,83825,323677,18540,141730,184113,164856,130943,677158,349184,8067532,7604,273342,11741,13037,218400,41065,35088,4689,11959,689,32761,64934,588607,29063188,2305,23873,320607,123832,292057,37782,1060,7307,2022,28850,63917,566,656948,538478,10,25943,324,861370,10989,9771,876950,14967,13817,1842103,212,59959,0,339554,9410,28576
4094_2,1319,363,1117,8854,137652,238666,23532,31555932,6465311,8990,89044,242736,613842,882204,234797,3928339,1732303,9873,55628,79556,5812550,50473,7168,18970,684073,748250,4401886,14460,21943,31706,125444,40389,0,32502,750326,25927,12410,38084,35771,647507,65489,165916,65694,8310,121350,23056,43739,37907,390300,788562,439844,2185576,1736,34451,52704,9038,3261337,123305,35980,27649,14839776,39030292,12621,10283,24052,41573,2777,131284,56112,6843,2570,98811,85696,332730,26225,125426,133951,81656,125447,694637,313674,7787624,6459,296280,14630,15449,241338,44012,24706,3990,8851,1509,41301,60034,464260,27957306,1304,21556,351383,14663,213750,31807,1133,8042,1510,27415,55673,812,747995,433219,0,14410,513,754926,5609,6447,676408,11329,12619,1403045,107,64842,173,360392,10655,20319
4094_3,2316,0,345,8231,127218,229506,28087,31885650,6742201,10160,88180,227873,664274,903223,250610,4907267,1523413,13955,60257,72566,5971668,47351,5642,19802,814137,783927,5392838,19690,10524,23681,107571,37701,0,36553,868963,24617,14744,53260,31972,667400,49016,211221,81222,5954,71136,19237,34189,43529,423277,810354,388401,2191313,7390,39320,53663,10658,3227862,133429,39419,31029,15298792,37927788,16141,54687,77073,177445,3900,121150,48384,8537,3717,99471,64168,342492,26758,147703,117330,63896,156299,908280,374733,8149921,8108,254809,13270,18181,148240,40975,35934,4889,10480,814,20404,58367,414375,30045312,1856,24362,357358,45918,174490,37939,2897,9132,1622,27752,55160,630,896196,329115,0,21090,248,688510,11549,7411,721339,14032,13270,1498436,119,43678,109,236121,7278,24572
4094_4,2351,389,444,10017,173726,218090,24209,33531900,6458733,7321,90467,235135,646220,904379,189665,4430124,1270636,9942,59706,74768,6182105,67030,7265,22855,817831,846838,5404104,18865,22996,16967,97129,36326,384,37011,988255,24899,15018,34015,29375,887360,51492,179935,65912,6726,75092,24777,36343,41415,450194,783390,350385,2304259,2130,40799,42532,12084,3355514,120698,41136,29493,13563065,40384320,16374,26816,47311,97360,4628,124835,69574,5268,2492,123720,81296,332589,27163,132782,103520,57955,144109,831784,284832,8557205,8838,454606,12590,30010,215060,38956,36345,4331,11040,283,26370,36274,25684,28804176,805,26186,341480,39126,67529,35448,1207,6853,2002,18419,63048,1931,1487660,320768,469,22452,552,794599,8350,7171,443644,12550,51101,914041,224,48354,0,361022,9528,20023
4096_1,1026,1253,1217,17030,209417,230330,23046,29888006,6161390,9717,150453,199672,610538,1729645,377539,4660484,2965033,9690,68091,79260,7168967,44302,4290,76457,1839572,2238337,3919033,27600,83509,98215,86982,70379,0,59247,527032,27147,27213,83612,43008,923457,142361,273278,86464,2690,101715,16694,56324,65633,817315,726399,786589,1139229,6852,134006,92574,24323,4947824,131037,22824,23324,21813234,57430096,21065,102744,103395,278664,6497,177925,69935,7942,26128,371123,835745,267994,798399,125593,120287,3326460,336593,929513,2694518,7926193,16515,1311363,9311,28704,2720706,43298,477358,6027,24645,9706,96430,63152,562534,27878896,13075,197011,388249,51562,346635,48523,2285,87148,0,20678,57392,1230,1289810,936400,0,13101,484,74154,32328,5901,2581942,17272,5200,39224,1347,39453,259,797468,125978,36027
4096_2,1793,1985,531,19503,148691,163838,121957,37578036,7581446,10793,117901,338519,650006,1234732,302181,6642803,2172653,9556,68786,87448,5501670,41206,5348,31696,941133,2128987,4355215,23263,67735,75162,81186,58565,0,47912,531583,26210,38174,145792,32969,826940,143641,523411,43177,8367,92412,16710,53327,60202,637559,791019,781589,1333844,8126,113476,94864,40872,3929648,141600,3996,20263,21720116,57425144,21993,61115,114930,232901,1783,175049,145294,9344,22085,262988,643225,334602,591378,127124,146256,1043720,304451,781443,2530805,7993120,19193,1385426,22649,43424,2044055,112348,470261,4714,10141,1632,75687,58184,131389,32095700,6007,330252,542027,35647,228346,44734,3072,91406,0,24789,42047,2229,1995540,774267,7,18448,291,54497,15796,9327,1122917,16656,4884,12928,3665,38836,177,641656,88306,28019
4096_3,3201,1516,2189,21511,147515,159020,158882,38827036,7765159,12051,131784,355134,771053,1217946,312600,6431492,1258785,14690,76393,96905,6392876,46141,8634,46255,1178429,2290799,4708715,21649,73639,89489,77875,72288,0,52650,662919,28496,17434,163729,32466,745944,158951,579643,102013,7710,95613,22749,75445,73719,674554,810511,806287,1261000,7517,158814,93004,38251,4271340,142242,24992,19394,22288324,60755120,72873,22254,72510,66554,7916,176066,130480,8466,20273,330753,805193,436393,898284,170966,181738,3386443,458514,2095743,2330271,12028930,43120,1246276,27240,40885,2385966,91493,707788,4253,24869,16296,104358,61568,195293,33450052,14651,284035,516392,61691,306648,52148,2486,119745,699,22526,33506,1655,1881836,1699476,0,20697,410,42769,18078,7121,535398,17819,4337,7211,3452,32326,240,715437,116328,50445
4096_4,2076,399,1283,10871,229047,306525,53370,38764008,8361635,8758,114607,271331,664446,1146576,244772,6211699,1407684,10869,53722,90765,8129586,64797,12272,31284,1434832,1505733,4570819,19177,12577,32439,113975,46087,285,50417,400781,31440,9883,51829,31097,942742,75645,249730,61750,6672,108329,28727,38753,59703,561654,794364,348345,2542562,7447,54352,48132,20329,4157866,114013,50604,36246,21606360,61066456,39890,27757,54699,63541,7511,111060,29484,8389,17368,42426,90905,209822,83553,163596,93216,558376,265697,1480298,925357,8795916,19291,144650,141340,9202,392976,55340,103779,5739,15298,3038,39485,50018,1279038,31172320,7164,60984,480237,50040,776877,32905,3644,16357,702,25502,58859,1010,644453,786130,458,13746,611,1097605,35346,6680,2658327,10548,47380,6465234,260,42885,147,364403,16967,16512
4097_1,836,413,732,12733,84609,174395,206259,26503694,5128413,4530,65217,225495,493801,1153062,238073,3348414,847118,13709,40287,66820,5725892,36632,84008,28577,577290,1266094,3615466,16939,25193,54083,83214,52126,0,40033,242158,22991,15701,37119,26001,492528,81868,477495,128222,10757,67869,15020,29867,76856,381515,683501,326965,1554125,3035,61077,61840,15619,3402170,65521,3088,13846,13845214,36141984,29707,17569,35387,37093,6048,105968,19781,8409,7919,57331,61417,244681,48974,84192,5057,636586,425828,1735063,188139,5956444,10718,142171,7728,15980,324196,45874,194109,3596,11173,1219,29831,57192,1377204,23227342,6415,62109,300274,17090,319836,36778,1347,13605,71366,26015,46750,637,609664,285746,196,9359,187,32304,10953,4345,1199788,17224,4744,1953073,414,5516,0,304778,9988,40281
4097_2,211,408,884,12503,105980,217395,160891,28862090,5239543,5254,73104,267482,536737,1203269,227965,3384802,1346377,12028,43682,78147,5557786,36299,132190,31459,1008164,1260346,3325420,13660,8779,72345,66444,40951,0,41758,334321,25689,19860,47568,23568,504208,83739,526335,83846,7049,101526,11822,33927,61475,422582,700590,414595,2415449,9143,47222,59863,13440,3486442,80731,2225,11188,13784695,37580876,38409,22550,47240,56135,2061,140466,43463,8347,9874,44245,80542,264783,48418,83166,4987,426394,542950,2943457,155345,7837788,17178,167113,13011,16035,442228,51503,91692,2695,16523,3946,63439,58118,1098305,26840908,5021,43655,362467,14524,368860,39318,2178,12778,8760,25172,55489,438,628456,598488,0,28332,264,27384,13731,16183,1075765,19249,3925,34585,403,8060,0,416212,14601,25258
