general-projectname	general-readlength	general-readlengthr2	general-runname	general-samplename	subsample-rawreads	subsample-subsampledreads	fastqc-meanreadqualityR1	fastqc-meanreadqualityR2	fastqc-pct-adapter	fastqc-pct-deduplicated	fastqc-pct-dimer	fastqc-pct-gc	fastqc-sequencelength	fastqc-totalsequences	fastqspeciesscreen-pct-Adapters	fastqspeciesscreen-pct-Chloroplast	fastqspeciesscreen-pct-Mitochondria	fastqspeciesscreen-pct-NoHit	fastqspeciesscreen-pct-PhiX	fastqspeciesscreen-pct-Vectors	fastqspeciesscreen-pct-ecoli	fastqspeciesscreen-pct-human	fastqspeciesscreen-pct-mouse	fastqspeciesscreen-pct-rRNA
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	1.A1	68610	68610	34.8	31.1	0.06	13.14	0.00	53	301	68610	0.00	0.00	0.00	0.08	0.00	0.00	0.00	0.00	0.00	99.92
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	10	69806	69806	34.8	31.0	0.05	14.33	0.00	53	301	69806	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.00	99.88
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	100	52217	52217	33.5	30.6	0.05	14.18	0.00	54	301	52217	0.00	0.00	0.00	0.11	0.01	0.00	0.00	0.00	0.00	99.88
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	101	62859	62859	34.5	30.6	0.09	13.33	0.00	54	301	62859	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	99.96
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	102	54515	54515	33.9	30.5	0.02	15.63	0.00	54	301	54515	0.00	0.00	0.00	0.08	0.01	0.00	0.00	0.00	0.00	99.91
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	103	59655	59655	34.4	30.7	0.04	13.76	0.00	53	301	59655	0.00	0.00	0.00	0.22	0.00	0.00	0.00	0.00	0.00	99.78
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	104	33172	33172	34.4	29.9	0.01	16.53	0.00	55	301	33172	0.00	0.00	0.00	0.06	0.00	0.00	0.00	0.00	0.00	99.94
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	105	70705	70705	34.2	30.5	0.04	14.46	0.00	54	301	70705	0.00	0.00	0.00	0.09	0.00	0.00	0.00	0.00	0.00	99.91
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	106	62637	62637	34.4	30.9	0.02	14.43	0.00	53	301	62637	0.00	0.00	0.00	0.07	0.00	0.00	0.00	0.00	0.00	99.93
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	107.B1	69985	69985	34.3	30.1	0.14	12.49	0.00	57	301	69985	0.00	0.00	0.00	0.15	0.00	0.00	0.00	0.00	0.00	99.85
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	108	75787	75787	34.3	30.5	0.07	12.25	0.00	55	301	75787	0.00	0.00	0.00	0.17	0.01	0.00	0.00	0.00	0.01	99.81
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	109	87729	87729	34.3	30.5	0.03	14.05	0.00	55	301	87729	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	99.97
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	11	70299	70299	34.9	31.2	0.07	11.29	0.00	53	301	70299	0.00	0.00	0.00	0.07	0.00	0.00	0.00	0.00	0.00	99.93
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	110	87318	87318	34.5	31.1	0.05	12.06	0.00	53	301	87318	0.00	0.00	0.00	0.06	0.00	0.00	0.00	0.00	0.00	99.94
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	111	81731	81731	34.5	31.1	0.07	12.70	0.00	53	301	81731	0.00	0.01	0.00	0.11	0.00	0.00	0.00	0.00	0.00	99.88
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	112	98337	98337	34.6	30.9	0.08	12.00	0.00	54	301	98337	0.00	0.00	0.00	0.18	0.00	0.00	0.00	0.01	0.00	99.81
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	113	86768	86768	34.4	30.5	0.09	14.29	0.00	54	301	86768	0.00	0.00	0.00	0.07	0.00	0.00	0.00	0.01	0.00	99.92
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	114	79559	79559	34.7	31.1	0.08	12.42	0.00	53	301	79559	0.00	0.00	0.00	0.16	0.00	0.00	0.00	0.00	0.00	99.84
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	115	82217	82217	34.5	30.7	0.06	13.92	0.00	53	301	82217	0.00	0.00	0.00	0.16	0.01	0.00	0.00	0.00	0.00	99.83
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	116	68119	68119	34.4	30.0	0.14	14.51	0.00	54	301	68119	0.00	0.00	0.00	0.10	0.00	0.00	0.00	0.00	0.00	99.90
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	117	93265	93265	34.5	30.7	0.03	13.46	0.00	54	301	93265	0.00	0.00	0.00	0.09	0.00	0.00	0.00	0.00	0.00	99.91
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	118	90755	90755	34.5	31.0	0.03	12.95	0.00	53	301	90755	0.00	0.00	0.00	0.12	0.01	0.00	0.00	0.00	0.00	99.87
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	119.C1	79874	79874	33.5	30.1	0.06	14.68	0.00	52	301	79874	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.01	0.00	99.94
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	12	63921	63921	34.8	30.8	0.07	12.06	0.00	55	301	63921	0.00	0.00	0.00	0.21	0.00	0.00	0.00	0.01	0.00	99.78
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	120	80823	80823	34.5	30.2	0.10	12.17	0.00	55	301	80823	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	99.97
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	121	96009	96009	34.5	30.4	0.06	12.60	0.00	54	301	96009	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.02	0.00	99.95
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	122	80238	80238	34.7	31.2	0.06	12.29	0.00	53	301	80238	0.00	0.00	0.00	0.08	0.00	0.00	0.00	0.00	0.00	99.92
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	123	90539	90539	34.3	30.4	0.09	14.68	0.00	54	301	90539	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	99.97
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	124	94872	94872	34.5	30.7	0.09	12.36	0.00	54	301	94872	0.00	0.00	0.00	0.10	0.00	0.00	0.00	0.00	0.00	99.90
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	125	78182	78182	34.5	30.4	0.06	14.40	0.00	54	301	78182	0.00	0.00	0.00	0.08	0.00	0.00	0.00	0.00	0.00	99.92
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	126	61603	61603	34.4	31.0	0.03	13.35	0.00	53	301	61603	0.00	0.00	0.00	0.06	0.00	0.00	0.00	0.00	0.00	99.94
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	127	64805	64805	34.6	30.4	0.03	13.17	0.00	54	301	64805	0.00	0.00	0.00	0.09	0.00	0.00	0.00	0.00	0.00	99.91
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	128	74118	74118	34.6	30.2	0.03	13.79	0.00	53	301	74118	0.00	0.00	0.00	0.09	0.00	0.00	0.00	0.00	0.00	99.91
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	129	83850	83850	34.4	30.9	0.04	12.12	0.00	53	301	83850	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.00	0.00	99.89
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	13.B1	59696	59696	34.6	31.1	0.02	13.02	0.00	53	301	59696	0.00	0.00	0.00	0.09	0.00	0.00	0.00	0.00	0.00	99.91
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	130	77973	77973	34.6	30.9	0.08	13.03	0.00	54	301	77973	0.00	0.00	0.00	0.15	0.00	0.00	0.00	0.00	0.00	99.85
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	131.D1	39009	39009	32.7	30.1	0.02	16.78	0.00	55	301	39009	0.00	0.00	0.00	0.13	0.02	0.00	0.00	0.03	0.00	99.82
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	132	14500	14500	31.4	29.6	0.01	25.23	0.00	54	301	14500	0.00	0.00	0.00	0.12	0.27	0.00	0.00	0.04	0.01	99.56
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	133	54106	54106	33.2	30.7	0.02	15.43	0.00	53	301	54106	0.00	0.00	0.00	0.10	0.00	0.00	0.00	0.01	0.00	99.89
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	134	18139	18139	31.7	30.3	0.01	20.71	0.00	55	301	18139	0.00	0.00	0.00	0.13	0.19	0.00	0.00	0.06	0.00	99.62
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	135	45723	45723	32.9	30.8	0.02	14.61	0.00	53	301	45723	0.00	0.00	0.00	0.05	0.03	0.00	0.00	0.02	0.00	99.90
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	136	22405	22405	32.1	30.7	0.01	16.46	0.00	54	301	22405	0.00	0.00	0.00	0.05	0.11	0.00	0.00	0.01	0.06	99.77
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	137	15889	15889	31.4	29.8	0.01	22.86	0.00	54	301	15889	0.00	0.00	0.00	0.13	0.20	0.00	0.00	0.02	0.00	99.65
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	138	34487	34487	32.8	30.8	0.02	15.83	0.00	53	301	34487	0.00	0.00	0.00	0.06	0.05	0.00	0.00	0.01	0.00	99.88
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	139	6542	6542	31.3	29.3	0.01	27.07	0.00	55	301	6542	0.00	0.00	0.00	0.21	0.28	0.00	0.00	0.05	0.00	99.46
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	14	65623	65623	34.3	30.9	0.16	13.04	0.00	54	301	65623	0.00	0.00	0.00	0.14	0.00	0.00	0.00	0.00	0.00	99.86
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	140	15759	15759	31.6	29.8	0.01	20.00	0.00	54	301	15759	0.00	0.00	0.00	0.18	0.03	0.00	0.00	0.01	0.00	99.78
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	141	19433	19433	31.7	30.4	0.00	20.22	0.00	54	301	19433	0.00	0.00	0.00	0.11	0.14	0.00	0.00	0.00	0.01	99.74
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	142	41264	41264	32.5	30.4	0.01	18.20	0.00	54	301	41264	0.00	0.00	0.00	0.08	0.08	0.00	0.00	0.02	0.00	99.82
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	143.E1	28748	28748	32.0	30.1	0.02	20.08	0.00	53	301	28748	0.00	0.00	0.00	0.11	0.11	0.00	0.00	0.02	0.00	99.76
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	144	15482	15482	32.0	30.2	0.00	21.70	0.00	54	301	15482	0.00	0.00	0.00	0.08	0.14	0.00	0.00	0.01	0.00	99.77
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	145	65780	65780	34.0	30.7	0.11	15.64	0.00	54	301	65780	0.00	0.00	0.00	0.14	0.00	0.00	0.00	0.00	0.00	99.86
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	146	32072	32072	32.9	31.0	0.02	15.91	0.00	54	301	32072	0.00	0.00	0.00	0.13	0.06	0.00	0.00	0.01	0.00	99.80
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	147	62382	62382	33.4	30.7	0.03	13.80	0.00	54	301	62382	0.00	0.00	0.00	0.07	0.02	0.00	0.00	0.00	0.00	99.91
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	148	37069	37069	32.9	30.7	0.02	14.80	0.00	54	301	37069	0.00	0.00	0.00	0.13	0.08	0.00	0.00	0.01	0.00	99.78
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	149	35207	35207	32.9	30.4	0.02	16.88	0.00	54	301	35207	0.00	0.00	0.00	0.11	0.06	0.00	0.00	0.00	0.00	99.83
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	15	62285	62285	34.3	30.6	0.12	20.00	0.00	55	301	62285	0.00	0.01	0.00	0.22	0.00	0.00	0.00	0.01	0.00	99.76
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	150	35004	35004	32.8	30.5	0.04	17.21	0.00	54	301	35004	0.00	0.01	0.00	0.18	0.04	0.00	0.00	0.00	0.00	99.77
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	151	32528	32528	32.3	29.6	0.00	18.02	0.00	55	301	32528	0.00	0.00	0.00	0.12	0.07	0.00	0.00	0.00	0.00	99.81
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	152	15367	15367	33.8	29.6	0.06	19.93	0.00	54	301	15367	0.00	0.00	0.00	0.24	0.01	0.00	0.00	0.01	0.00	99.74
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	153	21918	21918	32.2	31.0	0.01	17.23	0.00	53	301	21918	0.00	0.00	0.00	0.13	0.08	0.00	0.00	0.00	0.00	99.79
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	154	49227	49227	33.4	31.0	0.01	14.78	0.00	53	301	49227	0.00	0.00	0.00	0.06	0.02	0.00	0.00	0.00	0.00	99.92
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	155.F1	69313	69313	34.1	30.4	0.04	14.53	0.00	54	301	69313	0.00	0.00	0.00	0.11	0.01	0.00	0.00	0.01	0.00	99.87
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	156	70947	70947	34.6	30.3	0.10	12.71	0.00	54	301	70947	0.00	0.00	0.00	0.22	0.00	0.00	0.00	0.00	0.00	99.78
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	157	94462	94462	34.6	30.5	0.02	12.53	0.00	54	301	94462	0.00	0.00	0.00	0.04	0.01	0.00	0.00	0.00	0.00	99.95
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	158	65349	65349	34.7	30.9	0.03	12.60	0.00	53	301	65349	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.00	99.95
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	159	75553	75553	34.1	30.3	0.09	13.05	0.00	55	301	75553	0.00	0.00	0.00	0.26	0.00	0.00	0.00	0.00	0.00	99.74
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	16	73280	73280	34.5	31.0	0.04	13.56	0.00	53	301	73280	0.00	0.00	0.00	0.10	0.01	0.00	0.00	0.00	0.00	99.89
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	160	75974	75974	34.6	30.5	0.06	13.95	0.00	54	301	75974	0.00	0.00	0.00	0.15	0.00	0.00	0.00	0.00	0.00	99.85
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	161	72598	72598	34.4	30.1	0.06	14.65	0.00	55	301	72598	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.00	99.88
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	162	67997	67997	34.2	30.2	0.08	14.67	0.00	54	301	67997	0.00	0.00	0.00	0.17	0.00	0.00	0.00	0.00	0.00	99.83
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	163	62136	62136	34.2	30.1	0.03	15.11	0.00	54	301	62136	0.00	0.00	0.00	0.10	0.00	0.00	0.00	0.00	0.00	99.90
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	164	57632	57632	34.4	29.9	0.14	13.14	0.00	53	301	57632	0.00	0.00	0.00	0.15	0.00	0.00	0.00	0.00	0.02	99.83
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	165	78685	78685	34.4	30.2	0.08	14.30	0.00	54	301	78685	0.00	0.00	0.00	0.16	0.00	0.00	0.00	0.00	0.00	99.84
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	166	98119	98119	34.4	30.4	0.03	13.41	0.00	55	301	98119	0.00	0.00	0.00	0.08	0.00	0.00	0.00	0.00	0.00	99.92
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	167.G1	66914	66914	34.1	30.1	0.08	13.66	0.00	56	301	66914	0.00	0.00	0.00	0.21	0.00	0.00	0.00	0.00	0.00	99.79
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	168	85076	85076	34.0	30.5	0.07	12.60	0.00	54	301	85076	0.00	0.00	0.00	0.09	0.00	0.00	0.00	0.00	0.00	99.91
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	169	108916	108916	34.5	30.9	0.02	11.28	0.00	53	301	108916	0.00	0.00	0.00	0.08	0.00	0.00	0.00	0.00	0.00	99.92
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	17	62103	62103	34.4	30.9	0.09	14.02	0.00	53	301	62103	0.00	0.00	0.00	0.10	0.00	0.00	0.00	0.00	0.00	99.90
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	170	65630	65630	33.5	30.7	0.06	12.98	0.00	54	301	65630	0.00	0.00	0.00	0.17	0.01	0.00	0.00	0.00	0.00	99.82
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	171	100387	100387	34.3	30.7	0.06	11.93	0.00	53	301	100387	0.00	0.00	0.00	0.16	0.00	0.00	0.00	0.00	0.00	99.84
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	172	64435	64435	33.9	30.6	0.06	11.66	0.00	53	301	64435	0.00	0.00	0.00	0.18	0.00	0.00	0.00	0.00	0.00	99.82
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	173	80101	80101	34.1	30.2	0.05	13.97	0.00	55	301	80101	0.00	0.00	0.00	0.13	0.00	0.00	0.00	0.00	0.00	99.87
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	174	65523	65523	34.2	30.7	0.20	13.52	0.00	53	301	65523	0.00	0.00	0.00	0.16	0.00	0.00	0.00	0.00	0.00	99.84
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	175	60172	60172	34.2	30.4	0.02	14.35	0.00	54	301	60172	0.00	0.00	0.00	0.08	0.00	0.00	0.00	0.00	0.00	99.92
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	176	55908	55908	34.0	29.3	0.10	17.07	0.00	55	301	55908	0.00	0.00	0.00	0.13	0.00	0.00	0.00	0.00	0.00	99.87
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	177	57713	57713	33.3	31.0	0.06	14.09	0.00	54	301	57713	0.00	0.00	0.00	0.10	0.00	0.00	0.00	0.00	0.00	99.90
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	178	85990	85990	34.1	30.6	0.06	14.05	0.00	53	301	85990	0.00	0.00	0.00	0.10	0.00	0.00	0.00	0.00	0.00	99.90
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	179.H1	43875	43875	33.7	30.6	0.07	13.97	0.00	53	301	43875	0.00	0.00	0.00	0.09	0.02	0.00	0.00	0.00	0.00	99.89
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	18	72000	72000	33.9	30.2	0.16	13.47	0.00	56	301	72000	0.00	0.00	0.00	0.08	0.00	0.00	0.00	0.01	0.00	99.91
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	180	66423	66423	34.5	30.5	0.12	14.60	0.00	55	301	66423	0.00	0.00	0.00	0.31	0.01	0.00	0.00	0.00	0.00	99.68
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	181	86995	86995	34.3	30.3	0.06	14.60	0.00	55	301	86995	0.00	0.00	0.00	0.13	0.00	0.00	0.00	0.00	0.00	99.87
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	182	69676	69676	34.5	30.7	0.09	12.71	0.00	55	301	69676	0.00	0.00	0.00	0.18	0.00	0.00	0.00	0.00	0.00	99.82
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	183	70415	70415	34.5	30.6	0.10	15.39	0.00	54	301	70415	0.00	0.00	0.00	0.10	0.00	0.00	0.01	0.00	0.00	99.89
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	184	79071	79071	34.4	30.7	0.11	10.83	0.00	53	301	79071	0.00	0.00	0.00	0.17	0.00	0.00	0.00	0.00	0.00	99.83
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	185	69718	69718	34.3	30.1	0.11	14.85	0.00	55	301	69718	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.00	0.00	99.89
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	186	47834	47834	34.1	30.4	0.35	15.66	0.00	54	301	47834	0.00	0.00	0.00	0.19	0.00	0.00	0.00	0.00	0.00	99.81
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	187	44190	44190	34.7	31.0	0.10	12.19	0.00	53	301	44190	0.00	0.01	0.00	0.23	0.00	0.00	0.00	0.00	0.00	99.76
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	188	60898	60898	34.3	29.9	0.05	15.50	0.00	54	301	60898	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.01	99.87
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	189.A1	48615	48615	34.2	30.4	0.09	15.79	0.00	54	301	48615	0.00	0.00	0.00	0.18	0.00	0.00	0.00	0.00	0.00	99.82
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	19	70725	70725	34.3	30.7	0.09	12.80	0.00	54	301	70725	0.00	0.00	0.00	0.13	0.00	0.00	0.00	0.01	0.00	99.86
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	190	68847	68847	34.3	30.8	0.15	13.75	0.00	53	301	68847	0.00	0.00	0.00	0.15	0.00	0.00	0.00	0.00	0.00	99.85
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	191	71960	71960	34.2	30.3	0.04	13.55	0.00	56	301	71960	0.00	0.00	0.00	0.10	0.00	0.00	0.00	0.00	0.00	99.90
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	192	57018	57018	34.6	30.7	0.11	13.31	0.00	54	301	57018	0.00	0.00	0.00	0.15	0.01	0.00	0.00	0.00	0.00	99.84
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	193	69135	69135	34.5	30.8	0.14	14.02	0.00	54	301	69135	0.00	0.00	0.00	0.17	0.00	0.00	0.00	0.00	0.00	99.83
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	194	82508	82508	34.3	30.4	0.08	14.35	0.00	54	301	82508	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.00	99.88
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	195	87977	87977	34.2	30.6	0.04	13.87	0.00	54	301	87977	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	99.97
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	196	80134	80134	34.1	30.5	0.05	14.32	0.00	53	301	80134	0.00	0.00	0.00	0.09	0.00	0.00	0.00	0.00	0.00	99.91
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	197	65060	65060	34.4	30.0	0.09	14.80	0.00	54	301	65060	0.00	0.00	0.00	0.15	0.00	0.00	0.00	0.01	0.00	99.84
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	198	59086	59086	33.9	31.2	0.05	12.54	0.00	53	301	59086	0.00	0.00	0.00	0.10	0.00	0.00	0.00	0.00	0.00	99.90
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	199	74656	74656	34.3	30.5	0.04	14.59	0.00	53	301	74656	0.00	0.00	0.00	0.08	0.00	0.00	0.00	0.00	0.00	99.92
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	2	66714	66714	34.6	30.8	0.11	13.56	0.00	54	301	66714	0.00	0.00	0.00	0.11	0.01	0.00	0.00	0.00	0.00	99.88
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	20	44317	44317	34.4	30.5	0.05	13.87	0.00	54	301	44317	0.00	0.00	0.00	0.08	0.00	0.00	0.00	0.00	0.01	99.91
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	200	70250	70250	34.1	30.3	0.08	14.50	0.00	55	301	70250	0.00	0.00	0.00	0.06	0.00	0.00	0.00	0.00	0.00	99.94
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	201.B1	76702	76702	34.6	30.6	0.05	12.80	0.00	54	301	76702	0.00	0.00	0.00	0.09	0.00	0.00	0.00	0.00	0.00	99.91
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	202	87818	87818	34.6	31.2	0.10	10.92	0.00	52	301	87818	0.00	0.00	0.00	0.14	0.00	0.00	0.00	0.00	0.00	99.86
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	203	79717	79717	34.6	30.9	0.03	12.22	0.00	54	301	79717	0.00	0.00	0.00	0.07	0.00	0.00	0.00	0.00	0.00	99.93
